-3803,412
-3851,926
-3850,643
-3849,355
-3848,056
-3797,826
-3796,54
-3795,243
-3793,959
-3792,671
-3791,376
-3790,082
-3788,791
-3787,506
-3786,22
-3784,924
-3783,641
-3782,358
-3781,071
-3779,771
-3778,479
-3777,188
-3775,908
-3774,629
-3773,336
-3772,051
-3770,76
-3769,468
-3768,179
-3766,898
-3765,608
-3764,32
-3763,037
-3761,749
-3760,455
-3759,172
-3757,896
-3756,607
-3755,322
-3754,039
-3752,756
-3751,468
-3750,187
-3748,9
-3747,592
-3746,304
-3745,021
-3743,735
-3742,446
-3741,163
-3739,878
-3738,596
-3737,312
-3736,027
-3734,737
-3733,454
-3732,156
-3730,864
-3729,576
-3728,299
-3727
-3725,722
-3724,434
-3723,155
-3721,866
-3720,582
-3719,289
-3717,998
-3716,709
-3715,421
-3714,141
-3712,849
-3711,569
-3710,28
-3708,987
-3707,701
-3706,419
-3705,131
-3703,849
-3702,57
-3701,28
-3699,992
-3698,708
-3697,425
-3696,138
-3694,848
-3693,563
-3692,271
-3690,982
-3689,688
-3688,404
-3687,124
-3685,83
-3684,553
-3683,264
-3681,969
-3680,679
-3679,394
-3678,109
-3676,825
-3675,538
-3674,254
-3672,964
-3671,677
-3670,393
-3669,113
-3667,825
-3666,541
-3665,253
-3663,97
-3662,675
-3661,393
-3660,106
-3658,816
-3657,536
-3656,25
-3654,968
-3653,682
-3652,403
-3651,105
-3649,816
-3648,532
-3647,245
-3645,958
-3644,672
-3643,39
-3642,098
-3640,81
-3639,522
-3638,24
-3636,962
-3635,672
-3634,39
-3633,102
-3631,827
-3630,543
-3629,252
-3627,946
-3626,648
-3625,364
-3624,083
-3622,804
-3621,515
-3620,226
-3618,94
-3617,658
-3616,367
-3615,081
-3613,796
-3612,503
-3611,219
-3609,935
-3608,648
-3607,354
-3606,077
-3604,79
-3603,505
-3602,222
-3600,934
-3599,648
-3598,364
-3597,081
-3595,784
-3594,496
-3593,211
-3591,924
-3590,64
-3589,364
-3588,081
-3586,798
-3585,516
-3584,226
-3582,95
-3581,667
-3580,379
-3579,093
-3577,793
-3576,513
-3575,237
-3573,949
-3572,667
-3571,38
-3570,098
-3568,81
-3567,521
-3566,235
-3564,947
-3563,655
-3562,371
-3561,083
-3559,787
-3558,504
-3557,219
-3555,937
-3554,655
-3553,368
-3552,084
-3550,797
-3549,506
-3548,224
-3546,937
-3545,649
-3544,359
-3543,071
-3541,769
-3540,478
-3539,187
-3537,888
-3536,606
-3535,315
-3534,033
-3532,749
-3531,451
-3530,168
-3528,885
-3527,6
-3526,315
-3525,034
-3523,739
-3522,457
-3521,16
-3519,883
-3518,598
-3517,31
-3516,022
-3514,745
-3513,459
-3512,165
-3510,888
-3509,6
-3508,317
-3507,021
-3505,745
-3504,439
-3503,156
-3501,873
-3500,591
-3499,309
-3498,013
-3496,725
-3495,441
-3494,146
-3492,864
-3491,576
-3490,294
-3489,002
-3487,717
-3486,432
-3485,141
-3483,857
-3482,575
-3481,283
-3480,001
-3478,707
-3477,423
-3476,14
-3474,843
-3473,564
-3472,277
-3470,996
-3469,711
-3468,425
-3467,131
-3465,838
-3464,556
-3463,266
-3461,983
-3460,681
-3459,396
-3458,11
-3456,82
-3455,529
-3454,224
-3452,939
-3451,657
-3450,374
-3449,086
-3447,794
-3446,512
-3445,229
-3443,944
-3442,661
-3441,374
-3440,096
-3438,811
-3437,528
-3436,235
-3434,951
-3433,659
-3432,371
-3431,07
-3429,783
-3428,506
-3427,218
-3425,937
-3424,642
-3423,351
-3422,067
-3420,77
-3419,485
-3418,203
-3416,911
-3415,617
-3414,327
-3413,046
-3411,765
-3410,471
-3409,193
-3407,904
-3406,607
-3405,312
-3404,031
-3402,742
-3401,455
-3400,175
-3398,892
-3397,597
-3396,3
-3395,007
-3393,708
-3392,418
-3391,122
-3389,839
-3388,553
-3387,262
-3385,977
-3384,694
-3383,404
-3382,117
-3380,829
-3379,532
-3378,248
-3376,965
-3375,674
-3374,374
-3373,091
-3371,801
-3370,518
-3369,236
-3367,95
-3366,656
-3365,377
-3364,09
-3362,807
-3361,524
-3360,243
-3358,963
-3357,681
-3356,397
-3355,115
-3353,833
-3352,53
-3351,247
-3349,954
-3348,663
-3347,376
-3346,083
-3344,799
-3343,499
-3342,2
-3340,915
-3339,628
-3338,345
-3337,059
-3335,768
-3334,478
-3333,198
-3331,913
-3330,617
-3329,328
-3328,039
-3326,738
-3325,454
-3324,158
-3322,875
-3321,596
-3320,299
-3319,013
-3317,721
-3316,428
-3315,15
-3313,859
-3312,56
-3311,276
-3309,989
-3308,699
-3307,396
-3306,11
-3304,828
-3303,545
-3302,248
-3300,958
-3299,669
-3298,383
-3297,084
-3295,799
-3294,513
-3293,225
-3291,935
-3290,65
-3289,355
-3288,054
-3286,772
-3285,489
-3284,202
-3282,909
-3281,631
-3280,341
-3279,053
-3277,77
-3276,484
-3275,198
-3273,911
-3272,624
-3271,335
-3270,051
-3268,766
-3267,489
-3266,199
-3264,916
-3263,634
-3262,342
-3261,059
-3259,77
-3258,474
-3257,18
-3255,882
-3254,597
-3253,311
-3252,024
-3250,729
-3249,445
-3248,162
-3246,874
-3245,588
-3244,283
-3242,998
-3241,71
-3240,424
-3239,125
-3237,832
-3236,548
-3235,253
-3233,961
-3232,654
-3231,363
-3230,072
-3228,787
-3227,496
-3226,204
-3224,908
-3223,625
-3222,342
-3221,054
-3219,771
-3218,49
-3217,206
-3215,916
-3214,629
-3213,344
-3212,056
-3210,773
-3209,492
-3208,202
-3206,913
-3205,626
-3204,346
-3203,053
-3201,776
-3200,492
-3199,204
-3197,921
-3196,635
-3195,34
-3194,052
-3192,76
-3191,475
-3190,192
-3188,91
-3187,621
-3186,335
-3185,049
-3183,767
-3182,47
-3181,18
-3179,897
-3178,614
-3177,317
-3176,032
-3174,744
-3173,468
-3172,176
-3170,883
-3169,588
-3168,297
-3167,006
-3165,725
-3164,437
-3163,161
-3161,878
-3160,591
-3159,314
-3158,029
-3156,746
-3155,452
-3154,168
-3152,88
-3151,603
-3150,299
-3149,019
-3147,73
-3146,437
-3145,143
-3143,858
-3142,557
-3141,263
-3139,98
-3138,697
-3137,414
-3136,127
-3134,827
-3133,537
-3132,233
-3130,945
-3129,656
-3128,367
-3127,066
-3125,783
-3124,5
-3123,217
-3121,928
-3120,647
-3119,359
-3118,06
-3116,76
-3115,471
-3114,188
-3112,905
-3111,606
-3110,319
-3109,021
-3107,74
-3106,453
-3105,17
-3103,888
-3102,592
-3101,306
-3100,009
-3098,726
-3097,443
-3096,159
-3094,876
-3093,594
-3092,31
-3091,026
-3089,744
-3088,463
-3087,184
-3085,896
-3084,616
-3083,329
-3082,044
-3080,761
-3079,477
-3078,194
-3076,908
-3075,611
-3074,325
-3073,045
-3071,762
-3070,474
-3069,18
-3067,897
-3066,611
-3065,32
-3064,022
-3062,733
-3061,44
-3060,135
-3058,851
-3057,568
-3056,282
-3054,999
-3053,702
-3052,419
-3051,132
-3049,844
-3048,555
-3047,27
-3045,97
-3044,686
-3043,398
-3042,11
-3040,817
-3039,537
-3038,248
-3036,964
-3035,672
-3034,389
-3033,103
-3031,82
-3030,533
-3029,237
-3027,949
-3026,654
-3025,371
-3024,084
-3022,796
-3021,511
-3020,221
-3018,938
-3017,65
-3016,355
-3015,072
-3013,789
-3012,502
-3011,218
-3009,929
-3008,624
-3007,336
-3006,053
-3004,771
-3003,48
-3002,197
-3000,908
-2999,622
-2998,328
-2997,039
-2995,751
-2994,458
-2993,161
-2991,878
-2990,596
-2989,299
-2988,016
-2986,732
-2985,449
-2984,162
-2982,87
-2981,585
-2980,302
-2979,02
-2977,739
-2976,461
-2975,177
-2973,887
-2972,604
-2971,32
-2970,032
-2968,754
-2967,472
-2966,172
-2964,883
-2963,6
-2962,318
-2961,019
-2959,724
-2958,439
-2957,156
-2955,87
-2954,582
-2953,298
-2952,008
-2950,722
-2949,438
-2948,149
-2946,865
-2945,572
-2944,278
-2942,991
-2941,708
-2940,42
-2939,133
-2937,844
-2936,558
-2935,26
-2933,98
-2932,694
-2931,41
-2930,125
-2928,842
-2927,558
-2926,274
-2924,991
-2923,708
-2922,424
-2921,138
-2919,857
-2918,564
-2917,283
-2915,991
-2914,706
-2913,423
-2912,137
-2910,854
-2909,57
-2908,284
-2906,999
-2905,705
-2904,403
-2903,105
-2901,821
-2900,536
-2899,248
-2897,965
-2896,683
-2895,395
-2894,106
-2892,812
-2891,522
-2890,224
-2888,925
-2887,64
-2886,351
-2885,07
-2883,79
-2882,502
-2881,218
-2879,937
-2878,657
-2877,378
-2876,09
-2874,801
-2873,513
-2872,222
-2870,938
-2869,654
-2868,362
-2867,072
-2865,792
-2864,502
-2863,202
-2861,918
-2860,625
-2859,336
-2858,05
-2856,749
-2855,46
-2854,167
-2852,889
-2851,598
-2850,298
-2849,009
-2847,725
-2846,443
-2845,16
-2843,871
-2842,587
-2841,299
-2840,005
-2838,697
-2837,405
-2836,116
-2834,833
-2833,544
-2832,249
-2830,966
-2829,671
-2828,38
-2827,096
-2825,796
-2824,507
-2823,224
-2821,94
-2820,648
-2819,367
-2818,074
-2816,778
-2815,491
-2814,205
-2812,917
-2811,627
-2810,343
-2809,051
-2807,756
-2806,472
-2805,181
-2803,9
-2802,617
-2801,327
-2800,044
-2798,758
-2797,461
-2796,173
-2794,881
-2793,58
-2792,283
-2791,004
-2789,713
-2788,43
-2787,136
-2785,859
-2784,552
-2783,264
-2781,981
-2780,699
-2779,416
-2778,123
-2776,843
-2775,551
-2774,258
-2772,969
-2771,675
-2770,39
-2769,106
-2767,818
-2766,535
-2765,246
-2763,957
-2762,657
-2761,373
-2760,09
-2758,807
-2757,519
-2756,231
-2754,937
-2753,642
-2752,349
-2751,064
-2749,775
-2748,489
-2747,199
-2745,915
-2744,626
-2743,337
-2742,053
-2740,776
-2739,484
-2738,183
-2736,875
-2735,592
-2734,303
-2733,015
-2731,724
-2730,441
-2729,16
-2727,88
-2726,586
-2725,289
-2723,991
-2722,711
-2721,426
-2720,134
-2718,839
-2717,557
-2716,278
-2714,985
-2713,701
-2712,405
-2711,122
-2709,824
-2708,538
-2707,255
-2705,972
-2704,686
-2703,387
-2702,106
-2700,819
-2699,531
-2698,227
-2696,938
-2695,654
-2694,366
-2693,076
-2691,784
-2690,479
-2689,2
-2687,897
-2686,612
-2685,32
-2684,035
-2682,753
-2681,45
-2680,164
-2678,88
-2677,599
-2676,316
-2675,037
-2673,747
-2672,439
-2671,147
-2669,861
-2668,58
-2667,287
-2665,997
-2664,708
-2663,426
-2662,143
-2660,859
-2659,57
-2658,277
-2656,981
-2655,68
-2654,397
-2653,099
-2651,819
-2650,531
-2649,239
-2647,955
-2646,672
-2645,383
-2644,104
-2642,816
-2641,531
-2640,239
-2638,956
-2637,672
-2636,387
-2635,098
-2633,812
-2632,528
-2631,234
-2629,955
-2628,666
-2627,378
-2626,096
-2624,801
-2623,518
-2622,236
-2620,953
-2619,671
-2618,371
-2617,089
-2615,797
-2614,507
-2613,221
-2611,926
-2610,633
-2609,348
-2608,06
-2606,763
-2605,477
-2604,194
-2602,907
-2601,617
-2600,328
-2599,025
-2597,744
-2596,456
-2595,172
-2593,878
-2592,576
-2591,284
-2589,998
-2588,705
-2587,425
-2586,138
-2584,854
-2583,573
-2582,278
-2580,99
-2579,709
-2578,427
-2577,141
-2575,858
-2574,57
-2573,285
-2572,001
-2570,703
-2569,423
-2568,134
-2566,842
-2565,551
-2564,262
-2562,978
-2561,691
-2560,406
-2559,123
-2557,839
-2556,541
-2555,249
-2553,96
-2552,677
-2551,382
-2550,095
-2548,799
-2547,513
-2546,218
-2544,929
-2543,641
-2542,347
-2541,058
-2539,767
-2538,484
-2537,201
-2535,898
-2534,601
-2533,309
-2532,017
-2530,72
-2529,43
-2528,147
-2526,858
-2525,551
-2524,268
-2522,981
-2521,687
-2520,408
